premise,hypothesis,label,idx
um-hum um-hum well we have to come to that now that's all there is to it you do see a lot of positive things uh i saw a printout sheet the other day that i'm going to to copy and take to the girls at sorority,I saw a printout sheet just the other day I'd never take to the girls at the sorority. ,2,117160
"Decide what you want to see and head for it first, even if it demands that you rush past obvious masterworks.",You should not rush to see any of the art.,2,67473
uh-huh and i don't know how you combat that i really i don't know what the answer is to that problem you know,I know exactly how to counter that problem.,2,276390
"While Buchanan correctly notes that many non-bigots opposed the war, Lindbergh isn't so easily exonerated.",Lindbergh is easily proven innocent.,2,217649
5. Gates is taking a bullet for his company.,Gates will let his company burn if that meant he was saved,2,323278
"On the other hand, proceeded Tuppence, ""my millionaire would probably run for his life! ",The millionaire is very brave and wouldn't flee from anything.,2,64714
"This, in turn, would inspire Greece to intervene to restore order and protect the Greek minority in Macedonia.",This would not prompt Greece to stop ignoring Greeks in Macedonia.,2,75029
"Viral plagues such as smallpox, polio, measles, hepatitis B, rabies, and other once-terrifying scourges have only been beaten back by vaccines.","Viral plagues like smallpox, polio and hepatitis B have never been beaten by vaccines.",2,29936
It also will allow the organization to house in one building its migrant-worker legal assistance program and a newer basic services program.,The organization refused to carry on any more duties.,2,278319
oh that's good we've uh not been brave enough yet to brave that trip with these with the two small children i mean you know in the car,We are so brave that we are ready to go on a trip with the kids today.,2,71263
"The inspector reported that the chair itself, the wooden part, needed replacement.",The inspector said that the chair was just fine.,2,43615
"Although owners complain about annual losses, there is no shortage of bidders willing to pay record sums for existing teams or new franchises.",Annual losses are driving bidders away in increasing numbers.,2,127101
so they just about complicated the things so much that shade tree mechanics can't do much with them uh-huh,Things are more simple now with light bush mechanics.,2,228289
"The joint venture has really begun.""",The joint venture hasn't started yet.,2,246940
"Gods help me, thought Jon, Thorn looks like one of them.",Jon thought Thorn looked totally different.,2,127628
"Also,"" he added placidly, ""I should not allow it!""",I don't care what happens.,2,289630
yeah it was a great game,"no, it was a terrible game",2,82907
"After hitting the art world's Big Three, visitors can repair to Retiro Park, where kings once found respite from the demands of hectic city life.",Kings found respite from the calm city life in Retiro Park.,2,105471
"Screening or assessment alone, however, does not appear to be as effective as some type of specific intervention.",Screening or assessing alone would be much more effected than specific intervention.,2,324346
"We reported in February 1998 that IRS had not clearly defined system modernization phases, nor had it adequately specified organizational roles, making it unclear who was to do what.","It was extremely clear who was to do what, because IRS had adequately specified organizational roles.",2,158067
oh boy yeah we've been up in the oh seventies eighties even up in the nineties a couple weeks ago already,We've been enjoying the sixty degree weather the past few weeks.,2,160873
"Perhaps 2,000 years ago, Indians sometimes called  Saloides  from the Orinoco basin in South America began migrating up the Antilles chain, reaching Martinique and Guadeloupe before a.d. 200.",Martinique and Guadeloupe remain unpopulated to this day.,2,105903
Yours and mine.,Mine and his.,2,289838
"A staircase rose up and around in the background, surrounded by landscape paintings that were probably supposed to look snazzily post-modern but were actually rather bad.",The only way up to the next level was via an elevator.,2,362920
