sentence1,sentence2,label,idx
The benchmark 10-year note US10YT = RR rose 11 / 32 for a yield of 3.25 percent .,The benchmark 10-year Bund yield was down 5.2 basis points at 3.60 percent .,0,3532
"Adults , who were shy as toddlers , had stronger brain activity in a part of the brain associated with coyness .","When shown pictures of unfamiliar faces , adults who were shy toddlers showed a relatively high level of activity in a part of the brain called the amygdala .",0,2447
"Witnesses from Malaysia will testify Thursday in the treason trial of cleric Abu Bakar Bashir , said to be the leader of terrorist group Jemaah Islamiyah .",The secrecy surrounding terrorist group Jemaah Islamiyah was again smashed when witnesses from Malaysia testified in the treason trial of Abu Bakar Bashir .,0,1962
"U.S. Attorney Patrick Fitzgerald said the wholesalers were not to blame and were "" victims in this . ""","U.S. Attorney Patrick Fitzgerald declined to name the wholesalers , whom he called "" victims in this . """,0,1570
""" This proposed investment starts the process of raising the funding we need to increase our capacity , "" Elpida President Yukio Sakamoto said in a news release .",""" The proposed investment starts the process of raising the funding we need to increase our capacity to better support our customer requirements , "" said Yukio Sakamoto , Elpida 's president .",0,1282
"The NEA report , the "" Status of the American Public School Teacher , "" aims to help education groups shape their agendas .","The NEA report , "" Status of the American Public School Teacher , "" aims to help education groups shape their agendas and mold the country 's image of teachers .",0,4032
""" They are trying to turn him into a martyr , "" said Vicki Saporta , president of the National Abortion Federation , which tracks abortion-related violence .",""" We need to take these threats seriously , "" said Vicki Saporta , president of the National Abortion Federation .",0,1245
The Foreign Office says that Heaton is in detention but has not yet been charged with any offence .,"The Foreign Office said Heaton was in Saudi detention but had not been charged , and that consul officials had visited him on Thursday .",0,1844
"Mike Austreng , editor of the weekly Cold Spring Record , said he saw one wounded student taken from the school by helicopter .","Mike Austreng , the editor of the weekly Cold Spring Record , said he saw one wounded person airlifted from the school and another taken away by ambulance .",0,3044
"Falls in euro / yen also pushed down the dollar against the yen , with the pair at 118.32 yen compared with Friday 's late New York level of 118.51 .","Against the Japanese currency , the euro was at 136.06 yen compared with the late New York level of 136.03 / 14 .",0,2559
Legislation making it harder for consumers to erase their debts in bankruptcy court won overwhelming House approval in March .,"Legislation making it harder for consumers to erase their debts in bankruptcy court won speedy , House approval in March and was endorsed by the White House .",0,11
"The broader Standard & Poor 's 500 Index ended up 1.03 points , or 0.10 percent , at 998.51 , ending at its highest since late June 2002 .","The broader Standard & Poor 's 500 Index .SPX was off 1.67 points , or 0.17 percent , at 995.81 .",0,2663
"Leung , who faces a maximum of 50 years in prison if convicted , also told the judge that she understood her constitutional rights .","Smith , who faces a maximum 40 years in prison if convicted , is free on $ 250,000 bond .",0,2271
"A New Castle County woman has become the first Delaware patient to contract the West Nile virus this year , the state 's Department of Health reported .","A 62-year-old West Babylon man has contracted the West Nile virus , the first human case in Suffolk County this year , according to the county health department .",0,2483
"Miodrag Zivkovic , of the Liberal Alliance of Montenegro , won 31 percent of the vote , while the independent Dragan Hajdukovic got 4 percent .","A pro-independence radical , Miodrag Zivkovic , of the Liberal Alliance , came in second with 31 percent of the vote .",0,1821
"As of Tuesday , almost 250 health-care workers were in quarantine .","In addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .",0,632
"Sir Paul already has three children fashion designer Stella , 31 , Mary , 33 , and James , 25 by his wife Linda , who died from breast cancer in 1998 .","McCartney has three children - fashion designer Stella , 31 , Mary , 33 , and James , 25 - by first wife Linda .",0,560
"In Lytle Creek Canyon , a 4-foot-high mud flow crossed a road , trapping a car .","In Lytle Creek Canyon , the rain caused several mudslides , including a 4-foot-high flow across a road that trapped a car .",0,3284
""" The same three Response Team members also met with Monsignor Grass , who while manifestly repentant , admitted that the allegations were true .",""" Monsignor Grass ... while manifestly repentant , admitted that the allegations were true , "" the statement said .",0,906
"In court , Stewart briefly waved to courtroom sketch artists seated in the jury box .",Stewart waved to courtroom sketch artists seated in the jury box and took notes in a spiral-bound notebook during the hearing .,0,3474
"PowderJect is roughly 20 percent owned by CEO Drayson , a high-profile UK businessman , and his family .","PowderJect , roughly 20 percent owned by Chief Executive Paul Drayson and his family , reported surging annual profit early this month .",0,2614
"The man , who entered the post office in Lakeside shortly before 3 p.m. , gave up to deputies about 6 : 30 p.m.",The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.,0,934
"After Mao 's death in 1976 , Madame Mao was sentenced to life imprisonment for her role in the oppressive Cultural Revolution .","After Mao 's death in 1976 , she was tried and sentenced to death , later commuted to life .",0,670
Rudder was most recently senior vice president for the Developer & Platform Evangelism Business .,"Senior Vice President Eric Rudder , formerly head of the Developer and Platform Evangelism unit , will lead the new entity .",0,16
The Fed afterglow lingered well into Wednesday and enhanced demand for the second installment of a massive U.S. Treasury refunding -- $ 18 billion in five-year notes .,"In the second installment of a three-legged , record $ 58 billion refunding , the U.S. Treasury is slated to sell $ 18 billion in five-year notes on Wednesday .",0,2397
"The tech-heavy Nasdaq Stock Markets composite index added 14.17 points or 0.94 per cent to 1,517.05 .","The Nasdaq Composite index , full of technology stocks , was lately up around 18 points .",0,3232
"It 's also a strategic win for Overture , given that Knight Ridder had the option of signing on Google 's services .","It 's also a strategic win for Overture , given that Knight Ridder had been using Google 's advertising services .",0,523
"Ebert asked Franklin , pointing to a color photo of Linda Franklin on a projection screen .",A photo of Linda Franklin 's bloodied body was shown on a large screen in the courtroom yesterday .,0,2235
"The 30-year bond US30YT = RR grew 1-3 / 32 for a yield of 4.30 percent , down from 4.35 percent late Wednesday .","At 11 a.m. ( 1500 GMT ) , the 10-year note US10YT = RR was up 11 / 32 for a yield of 3.36 percent from 3.40 percent Wednesday .",0,1576
Three Federal Reserve speakers and the Fed 's anecdotal summary of U.S. economic conditions could help firm expectations .,"At 1800 GMT , the Federal Reserve issues its Beige Book summary of U.S. economic conditions .",0,3896
